Report Date/Time: 02/01/2018 05:13 PM,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 1,
,,,Pinal,21,628,,5,34,854,"1,269","2,790"
,,,TOTALS,46,"1,879",,16,96,"2,773","4,061","8,825"
,,Legislative District 17,,,,,,,,,
,,,Maricopa,40,"2,614",,27,129,"3,166","5,448","11,384"
,,,TOTALS,40,"2,614",,27,129,"3,166","5,448","11,384"
,,Legislative District 18,,,,,,,,,
,,,Maricopa,41,"4,750",,39,258,"4,184","7,859","17,090"
,,,TOTALS,41,"4,750",,39,258,"4,184","7,859","17,090"
,,Legislative District 19,,,,,,,,,
,,,Maricopa,29,"4,666",,24,142,"1,930","7,090","13,852"
,,,TOTALS,29,"4,666",,24,142,"1,930","7,090","13,852"
,,Legislative District 20,,,,,,,,,
,,,Maricopa,47,"2,862",,35,156,"2,649","5,280","10,982"
,,,TOTALS,47,"2,862",,35,156,"2,649","5,280","10,982"
,,Legislative District 21,,,,,,,,,
,,,Maricopa,42,"2,702",,21,105,"3,022","4,436","10,286"
,,,TOTALS,42,"2,702",,21,105,"3,022","4,436","10,286"
,,Legislative District 22,,,,,,,,,
,,,Maricopa,48,"2,111",,22,80,"3,503","4,497","10,213"
,,,TOTALS,48,"2,111",,22,80,"3,503","4,497","10,213"
,,Legislative District 23,,,,,,,,,
,,,Maricopa,54,"2,026",,27,129,"3,598","4,432","10,212"
,,,TOTALS,54,"2,026",,27,129,"3,598","4,432","10,212"
,,Legislative District 24,,,,,,,,,
,,,Maricopa,40,"6,908",,69,262,"2,981","8,366","18,586"
,,,TOTALS,40,"6,908",,69,262,"2,981","8,366","18,586"
,,Legislative District 25,,,,,,,,,
,,,Maricopa,42,"2,052",,39,111,"2,972","4,297","9,471"
,,,TOTALS,42,"2,052",,39,111,"2,972","4,297","9,471"
,,Legislative District 26,,,,,,,,,
,,,Maricopa,34,"5,908",,73,366,"3,723","10,218","20,288"
,,,TOTALS,34,"5,908",,73,366,"3,723","10,218","20,288"
,,Legislative District 27,,,,,,,,,
,,,Maricopa,36,"5,458",,22,103,"1,632","6,676","13,891"
,,,TOTALS,36,"5,458",,22,103,"1,632","6,676","13,891"
,,Legislative District 28,,,,,,,,,
,,,Maricopa,57,"3,535",,35,175,"3,491","5,579","12,815"
,,,TOTALS,57,"3,535",,35,175,"3,491","5,579","12,815"
,,Legislative District 29,,,,,,,,,
,,,Maricopa,33,"3,704",,14,106,"1,525","5,223","10,572"
,,,TOTALS,33,"3,704",,14,106,"1,525","5,223","10,572"
Report Date/Time: 02/01/2018 05:13 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 10
,,,,,,"2018 January Voter Registration - January 1, 2018",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,INACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 30,,,,,,,,,
,,,Maricopa,29,"3,950",,19,103,"1,727","5,726","11,525"
,,,TOTALS,29,"3,950",,19,103,"1,727","5,726","11,525"
,,,STATE TOTALS,"1,483","120,514",,"1,262","4,656","110,626","199,793","436,851"
